series_name,gsi,user_id,created_at,episode_id,season_number,episode_number,s_id,key,ep_id,updated_at,total_movies_runtime,movie_watch_count,ep_watch_count,total_series_runtime,series_follow_count,most_recent_ep_watched,is_archived,is_followed,uuid,is_for_later,followed_at,ep_no,s_no,rewatch_count,is_unitary,runtime,bulk_type
Shooter,,42659028,2020-07-26 07:37:53,,,,311900,user-series-e07c40b4-e760-4e67-8dd9-afcc4ef1d57b,,2020-07-26 07:37:53,,,18,,,map[ep_id:6.141741e+06 ep_no:8 s_no:2 uuid:a5102c33-6bee-48e2-a300-324f80772a5d watch_date:1.595759874e+15],false,true,e07c40b4-e760-4e67-8dd9-afcc4ef1d57b,false,,,,,,,
WandaVision,,42659028,2022-04-24 00:52:19,,,,362392,user-series-e0f26948-10ad-4865-a187-eaf236616cb0,,2022-05-02 23:56:04,,,9,,,map[ep_id:8.120638e+06 ep_no:9 s_no:1 uuid:abe880ff-0902-4a06-abb4-87d3a290fa34 watch_date:1.651546564124799e+15],false,true,e0f26948-10ad-4865-a187-eaf236616cb0,false,1650772339481851,,,,,,
13 Reasons Why,,42659028,2020-10-25 04:25:31,,,,323168,user-series-eb788d5b-cfd8-4cc9-8f2f-0b4b8da26d06,,2020-10-25 04:25:31,,,,,,,false,true,eb788d5b-cfd8-4cc9-8f2f-0b4b8da26d06,false,,,,,,,
Banshee,,42659028,2020-07-26 07:11:08,,,,259765,user-series-ee4484f4-a020-45b2-880b-95f4b9694d6f,,2020-07-26 07:11:08,,,38,,,map[ep_id:5.275154e+06 ep_no:8 s_no:4 uuid:d235a60a-2fd9-46a8-b7eb-28dacc358487 watch_date:1.609083138e+15],false,true,ee4484f4-a020-45b2-880b-95f4b9694d6f,false,,,,,,,
I Am Groot,,42659028,2022-10-28 18:41:41,,,,393201,user-series-f2606b07-68c4-4bbe-89d2-4439cd64b534,,2022-10-28 18:41:41,,,0,,,,false,true,f2606b07-68c4-4bbe-89d2-4439cd64b534,false,1666993301871141,,,,,,
See,,42659028,2020-07-26 07:24:30,,,,361565,user-series-f50c00d5-cd1f-4132-b1a3-1c5f3823dcef,,2022-03-29 02:07:02,,,8,,,map[ep_id:7.469139e+06 ep_no:8 s_no:1 uuid:816c95e2-73ac-42f2-8f00-91d7a20f764c watch_date:1.648530422310858e+15],false,true,f50c00d5-cd1f-4132-b1a3-1c5f3823dcef,false,,,,,,,
The 100,,42659028,2020-07-26 07:11:08,,,,268592,user-series-f5d35f68-0397-4084-8370-dbd75ec2c7e2,,2020-07-26 07:11:08,,,84,,,map[ep_id:7.223611e+06 ep_no:13 s_no:6 uuid:7833693e-fba7-4708-a30a-a49eef8a34ed watch_date:1.595758268e+15],false,true,f5d35f68-0397-4084-8370-dbd75ec2c7e2,false,,,,,,,
Teen Wolf,,42659028,2020-07-26 07:39:52,,,,175001,user-series-f9fed2ce-691e-4d0e-bdaa-c68dcf8bae34,,2020-07-26 07:39:52,,,,,,,false,true,f9fed2ce-691e-4d0e-bdaa-c68dcf8bae34,false,,,,,,,
Money Heist,,42659028,2020-07-26 07:11:08,,,,327417,user-series-fc2e10fd-490d-4f4e-a18a-81b29dd54644,,2020-07-26 07:11:08,,,41,,,map[ep_id:8.447804e+06 ep_no:10 s_no:3 uuid:9b173bc6-8358-453f-ae49-021566e0bb17 watch_date:1.656798108e+15],false,true,fc2e10fd-490d-4f4e-a18a-81b29dd54644,false,,,,,,,
Man vs. Bee,,42659028,2022-07-03 08:14:41,,,,393434,user-series-fe8b6294-11ca-4bdc-9417-92112dc3143e,,2022-07-03 08:14:47,,,9,,,map[ep_id:9.116486e+06 ep_no:9 first_air_date:2022-06-24T00:00:00Z is_special:false s_no:1 uuid:f4c54ae4-30c0-434f-ba22-e855f0a9e450 watch_date:1.656846887961317e+15],false,true,fe8b6294-11ca-4bdc-9417-92112dc3143e,false,1656846881867345,,,,,,
Fringe,,42659028,2020-07-26 07:21:34,412091,1,11,82066,watch-episode-02531a20-2745-4f3c-b0b0-25475135b863-023342dc-2220-4dca-b3fb-2e3bd7cc3525,412091,2020-07-26 07:21:34,,,,,,,,,,,,11,1,0,false,,
Fringe,,42659028,2020-07-26 07:21:34,437727,1,15,82066,watch-episode-02531a20-2745-4f3c-b0b0-25475135b863-307ac568-65db-4f54-8027-84e596920a90,437727,2020-07-26 07:21:34,,,,,,,,,,,,15,1,0,false,,
Fringe,,42659028,2020-07-26 07:21:34,444944,1,17,82066,watch-episode-02531a20-2745-4f3c-b0b0-25475135b863-3d969e71-4ce4-4d35-b9c3-ae4be4cb7a46,444944,2020-07-26 07:21:34,,,,,,,,,,,,17,1,0,false,,
Fringe,,42659028,2020-07-26 07:21:34,402433,1,8,82066,watch-episode-02531a20-2745-4f3c-b0b0-25475135b863-4030d5a9-9317-4574-8f6a-e94dfc49c8ae,402433,2020-07-26 07:21:34,,,,,,,,,,,,8,1,0,false,,
Fringe,,42659028,2020-07-26 07:21:34,497841,1,20,82066,watch-episode-02531a20-2745-4f3c-b0b0-25475135b863-4da0f214-e14a-47e7-87e3-2395f1ff6057,497841,2020-07-26 07:21:34,,,,,,,,,,,,20,1,0,false,,
Fringe,,42659028,2020-07-26 07:21:34,386103,1,2,82066,watch-episode-02531a20-2745-4f3c-b0b0-25475135b863-74cc3ac5-04a5-44b3-a64d-074abf81b9e3,386103,2020-07-26 07:21:34,,,,,,,,,,,,2,1,0,false,,
